flight_id,aircraft_id,reg,equip,callsign,flight,schd_from,schd_to,real_to,reserved
44166539,12257909,,,,,,,,
44166530,7667934,9M-MLA,B738,MAS1456,MH1456,KUL,LGK,LGK,
44166592,45072,ZS-SFF,A319,SAA188,SA188,JNB,DAR,DAR,
44166560,10776205,N385HA,A332,HAL457,HA457,HNL,HND,HND,
44166604,4661077,HA-LWN,A320,WZZ8ZT,W63394,BLQ,CLJ,CLJ,
44166527,131163,CN-ROC,B738,RAM980E,AT980,CMN,LIS,LIS,
44166609,10965056,N570UW,A321,AWE424,US424,ORD,PHX,PHX,
44166540,12258015,,,,,,,,
44166545,12258669,,,,,,,,
44166615,14974928,PR-MBD,A320,TAM3794,JJ3794,CGH,GIG,GIG,
44166583,11044205,N64809,B739,UAL1042,UA1042,ORD,EWR,EWR,
44166690,12258703,,,,,,,,
44166718,3424916,EC-LRM,A320,VLG6600,VY6600,BCN,PMO,PMO,
44166641,14977416,PR-GUL,B738,GLO1309,G31309,CNF,CGH,CGH,
44166625,4686961,LN-LTA,BE20,LTR82,L582,OSL,,,
44166637,7668446,9M-LMH,AT76,OD1403,OD1403,LGK,,,
44166659,4920977,HB-IOF,A321,SWR1801,LX1801,IST,ZRH,ZRH,
44166647,12258645,,,,,,,,
44166658,7405745,HZ-ASW,A321,SVA1036,SV1036,JED,RUH,RUH,
44166682,12258731,,,,,,,,
44166680,7864358,B-5456,B738,NS3206,NS3206,HAK,WNZ,WNZ,
44166662,,N440UA,A320,UAL589,UA589,BUF,ORD,ORD,
44166635,7865265,B-6909,A320,CSN6043,CZ6043,CSX,DAD,DAD,
44166698,1048576,--,,N540SS,,,,,
44166669,8912958,HS-TEL,A333,THA349,TG349,BKK,ISB,ISB,
44166717,8390444,VT-JFE,B738,JAI468,9W468,MAA,BOM,BOM,
44166649,4219439,G-EZTX,A320,EZY86BA,U215,LTN,EDI,EDI,
44166651,8157870,VH-YIO,B738,VOZ697,VA697,MEL,PER,PER,
44166657,10635095,N246LV,B737,,,,,,
44166709,10507376,N120HQ,E170,RPA3488,YX3488,IND,PHL,PHL,
44166694,4440039,-,,FIRE2,,LGW,,,
44166692,4949636,TC-ATD,A319,KKK47,KK47,BJV,IST,IST,
44166711,8389704,VT-AXW,B738,AXB554,IX554,MCT,TRV,TRV,
44166661,5024338,EI-EXK,A320,NLV102,JN102,AHO,FCO,FCO,
44166666,7785825,9V-SKA,A388,9VSKA,,,,,
44166697,5276346,UR-WUC,A320,WAU6021,WU6021,IEV,DWC,DWC,
44166683,14977359,PR-MYM,A319,TAM3917,,GIG,CGH,CGH,
44166678,3407791,MM62243,A319,IAM3161,,CIA,,,
44166667,7866185,B-6775,A320,CSN3012,CZ3012,TPE,SHE,SHE,
44166695,7864466,B-6090,A332,CCA1302,CA1302,CAN,PEK,PEK,
44166707,11052355,N656Z,,N656Z,,,,,
44166672,4958618,TC-JLZ,A319,THY8LU,TK2147,ESB,IST,IST,
44166630,11240521,N841HK,E145,LOF3419,,ORD,STL,STL,
44166648,8697326,JA20MC,A320,SFJ92,7G92,KKJ,HND,HND,
44166639,3770094,F-HBXO,E170,AFR1452,AF1452,CDG,GOT,GOT,
44166628,12591613,C-FMWQ,B763,ACA58,AC58,OGG,YVR,YVR,
44166716,,N27724,B737,UAL1620,UA1620,IAH,ORD,ORD,
44166638,3416594,EC-JFX,A346,IBE6835,IB6835,MAD,SCL,SCL,
44166681,12258602,,,,,,,,
44166665,7786544,9V-TAP,A320,TGW2465,TR2465,KUL,SIN,SIN,
44166675,7867371,B-1935,B738,ZH9990,ZH9990,HFE,SZX,SZX,
44166720,12256820,,,,,,,,
44166677,4755880,SP-ENI,B734,ENT1826,,,,,
44166714,3960266,D-AKNJ,A319,DLH6TR,LH1677,BUD,MUC,MUC,
44166633,8929793,HS-PPA,A319,BKP962,PG962,SIN,USM,USM,
44166660,8934155,HS-TXK,A320,THA2031,TG2031,UBP,BKK,BKK,
44166632,9044578,PK-LHP,B739,LNI26,JT26,CGK,DPS,DPS,
44166713,7865980,B-5537,B738,CDG4702,,,,,
44166684,4220530,G-EZUY,A320,EZY579L,U24026,TLS,ORY,ORY,
44166693,14975448,PR-GGM,B738,GLO2065,G32065,SSA,GRU,GRU,
44166646,12258643,,,,,,,,
44166636,4196917,G-CELE,B733,EXS898N,LS898,BUD,MAN,MAN,
44166706,4958793,TC-JRI,A321,THY5031,TK5031,MED,DIY,DIY,
44166688,11249700,N850JD,,,,,,,
44166696,3957896,D-AIDH,A321,DLH2544,LH2544,MUC,KBP,KBP,
44166629,11290069,N890FD,B77F,FDX195,FX195,MEM,NRT,NRT,
44166712,7866011,B-6713,A320,CES723,MU723,PVG,HKG,HKG,
44166668,4195858,G-CIVJ,B744,BAW24R,BA296,ORD,LHR,LHR,
44166676,4512154,OO-VLZ,F50,BCY229,,,,,
44166626,7864615,B-HLD,A333,CPA913,CX913,HKG,MNL,MNL,
44166619,11356383,N955SW,CRJ2,,,,,,
44166663,,N901XJ,CRJ9,FLG3451,9E3451,CVG,BOS,BOS,
44166710,10771684,N380SK,E135,CHQ5289,RP5289,HPN,ORD,ORD,
44166640,4197552,G-BODY,C310,REV71D,,,,,
44166642,4342476,VP-BPS,A321,UTA370,UT370,LED,VKO,VKO,
44166656,,N863RW,E170,TCF3508,S53508,ORD,YOW,YOW,
44166670,5023989,EI-IMH,A319,AZA57,AZ57,BIO,FCO,FCO,
44166634,11112298,N715JB,A320,JBU972,B6972,FLL,LGA,LGA,
44166719,12258270,,,,,,,,
44166671,4967880,TC-SNH,B738,THY7144,TK7144,ESB,DIY,DIY,
44166673,4901044,SE-RET,B737,SAS159,SK159,ARN,GOT,GOT,
44166691,9015466,B-18612,B738,CAL163,CI163,ICN,TPE,TPE,
44166650,11263724,N864NN,B738,AAL307,AA307,LGA,ORD,ORD,
44166704,4805262,CS-TTN,A319,TAP573J,TP573,FRA,LIS,LIS,
44166631,11352287,N951FD,B752,,,,,,
44166705,7799887,4R-ABO,A320,ALK184,UL184,KHI,CMB,CMB,
44166624,3953761,D-AECA,E190,DLH1UJ,LH1372,FRA,WRO,WRO,
44166627,8720028,JA309J,B738,JAL1268,JL1268,AXT,HND,HND,
44166654,,N932AE,E145,EGF2843,MQ2843,EVV,ORD,ORD,
44166664,4949264,TC-AHP,B738,PGT145,PC145,AYT,SAW,SAW,
44166703,7867096,B-9920,A320,9C8920,,,,,
44166674,7864978,B-5173,B738,CCA821,CA821,PEK,HKT,HKT,
44166679,12615398,C-GWBL,B738,WJA427,WS427,YYZ,YEG,YEG,
44166715,8390608,VT-GOM,A320,GOW147,G8147,DEL,IXR,IXR,
44166810,12601364,C-GBHR,A319,ROU1774,,YYZ,AZS,AZS,
44166809,8390629,VT-GON,A320,GOW336,G8336,BOM,COK,COK,
44166813,0,,GLEX,GLEX,,,,,
44166731,811068,9Y-LGW,B763,,,,,,
44166774,4197113,G-EZMH,A319,EZY12WK,U25013,LGW,BOD,BOD,
44166751,9015498,B-16309,A332,EVA858,BR858,HKG,TPE,TPE,
44166733,4756256,SP-EQA,DH8D,LOT3906,LO3906,KRK,WAW,WAW,
44166724,12258585,,,,,,,,
44166816,4920855,HB-IJN,A320,SWR152G,LX1662,ZRH,VCE,VCE,
44166814,4738822,PH-BGM,B737,KLM24X,KL1624,LIN,AMS,AMS,
44166721,12257292,,,,,,,,
44166727,12258640,,,,,,,,
44166753,4221195,G-EZWJ,A320,EZY46AM,U28894,RAK,LGW,LGW,
44166820,11030809,N635JB,A320,JBU869,B6869,JFK,PUJ,PUJ,
44166797,3424972,EC-LRU,AT76,IB8255,IB8255,MLN,GRX,GRX,
44166756,3958388,D-AIST,A321,DLH9YC,LH2416,MUC,ARN,ARN,
44166801,9044719,PK-LJT,B739,LNI568,,,,,
44166802,10603103,N214WN,B737,,,,,,
44166798,4958725,TC-JPE,A320,THY8HG,TK1799,IST,GOT,GOT,
44166792,3754517,F-GSQV,B77W,AFFGSQV,,HKG,,,
44166771,12258672,,,,,,,,
44166729,12258691,,,,,,,,
44166734,7867281,B-9978,A320,HO1170,HO1170,HRB,PVG,PVG,
44166773,4342093,VP-CXP,A320,KNE404,XY404,RUH,DXB,DXB,
44166754,5023830,EI-EMN,B738,RYR292Y,FR4056,WMI,BVA,BVA,
44166780,7865512,B-6500,A333,CSN3190,CZ3190,PEK,SZX,SZX,
44166737,3935391,D-ATUG,B738,CJA702,C6702,YYZ,VRA,VRA,
44166800,7867123,B-9932,A320,CSN6652,CZ6652,CGQ,WUH,WUH,
44166768,4509889,OO-TFA,B752,TAY5012,,,,,
44166789,10513050,N126GH,PC12,,,,,,
44166741,11183572,N78524,B738,UAL1706,UA1706,ITO,LAX,LAX,
44166821,459015,6V-AIH,A320,,,,,,
44166815,10902677,N509NK,A319,NKS867,NK867,DFW,LAX,LAX,
44166775,8999007,V8-BLF,B772,RBA53,BI53,BWN,MEL,MEL,
44166791,368672,8Q-MAZ,DHC6,8QMAZ,,,,,
44166726,12258742,,,,,,,,
44166776,11211233,N812MD,E170,RPA3330,YX3330,DCA,ROC,ROC,
44166735,98435,5A-WAT,A320,GHT261,,,,,
44166784,10668034,N279AY,A332,AWE741,US741,MAD,PHL,PHL,
44166755,3956950,D-AHFV,B738,TUI6JV,,HAJ,,,
44166793,8815020,JA73NE,B738,SKY558,BC558,OKA,NGO,NGO,
44166752,7867138,B-6445,A319,CSC8803,3U8803,CTU,XIY,XIY,
44166812,12258579,,,,,,,,
44166738,12591625,C-FMXC,B763,ACA857,AC857,LHR,YYZ,YYZ,
44166764,4198140,G-EZBB,A319,EZY75TX,U24542,NCE,SXF,SXF,
44166767,10836812,N444US,B734,,,,,,
44166796,7668197,9M-AHU,A320,AXM5243,AK5243,BTU,KUL,KUL,
44166778,,N151GJ,CRJ7,GJS3703,G73703,BTV,ORD,ORD,
44166732,3753766,F-GRZG,CRJ7,HOP452Z,A54523,VCE,LYS,LYS,
44166805,8933825,HS-TNA,A346,THA971,TG971,ZRH,BKK,BKK,
44166722,12258263,,,,,,,,
44166806,4666377,HA-LPI,A320,WZZ6FZ,W61305,WAW,LTN,LTN,
44166772,12258625,,,,,,,,
44166743,45627,ZS-SZY,A320,SAA558,SA558,DUR,JNB,JNB,
44166730,12258718,,,,,,,,
44166742,704732,HK-4627,B737,ARE3002,4C3002,,,,
44166770,12258555,,,,,,,,
44166766,4921476,HB-JHK,A333,SWR146,LX146,ZRH,DEL,DEL,
44166728,12258665,,,,,,,,
44166808,11244270,N845FE,C208,N845FE,,AUS,,,
44166739,8913994,HS-ABJ,A320,AIQ3307,FD3307,PHS,DMK,DMK,
44166790,10629632,N240WN,B737,,,,,,
44166787,,N751EV,CRJ7,ASQ5475,EV5475,LGA,CLE,CLE,
44166760,,N763SK,CRJ7,SKW5653,OO5653,AUS,LAX,LAX,
44166817,3953769,D-AECI,E190,DLH8LY,LH1419,OTP,FRA,FRA,
44166762,12585885,C-FEKI,E170,SKV7376,,YYZ,BOS,BOS,
44166765,4217851,G-YMMR,B772,BAW2062,BA2062,MRU,LGW,LGW,
44166794,5276280,UR-PSE,B738,AUI5HE,PS102,AMS,KBP,KBP,
44166777,7865741,B-5467,B738,CHH7144,HU7144,KWL,CAN,CAN,
44166803,4195602,G-DOCS,B734,BAW50K,BA2691,INN,LGW,LGW,
44166818,8189006,-,,,,,,,
44166782,10867129,N474UA,A320,UAL668,UA668,ORD,LGA,LGA,
44166819,4219144,G-LCYG,E170,CFE62X,,,,,
44166785,8945832,VN-A556,A320,PIC804,BL804,SGN,HAN,HAN,
44166799,4967879,TC-SNG,B738,THY7206,TK7206,SAW,VAN,VAN,
44166747,11003389,N608LM,E145,EGF2854,MQ2854,MEM,ORD,ORD,
44166723,12258521,,,,,,,,
44166783,0,,C525,C525,,,,,
44166736,9003214,A6-EBG,B77W,UAE149,EK149,DXB,AMS,AMS,
44166807,4499492,OO-JAD,B738,JAF6AV,TB5007,ORY,RBA,RBA,
44166781,10809837,N418AW,CRJ2,,,,,,
44166914,4588021,OH-ATH,AT72,,,,,,
44166861,9044428,PK-LGK,B739,LNI780,JT780,SUB,UPG,UPG,
44166842,4494054,OO-DWF,RJ1H,BEL9904,SN9904,MRS,,,
44166870,131332,CN-RGM,B738,RAM952Q,AT952,CMN,BLQ,BLQ,
44166866,7864594,B-6261,A320,CES2826,MU2826,DLC,NKG,NKG,
44166911,4949712,TC-AVP,B738,PGT195,PC195,EZS,SAW,SAW,
44166829,10765804,N37462,B739,UAL1548,UA1548,MIA,EWR,EWR,
44166913,12256462,,,,,,,,
44166830,11168678,N7702A,B737,SWA3667,WN3667,MCO,PIT,PIT,
44166871,3753552,F-GRSQ,A332,XLF56,SE56,CDG,CUN,CUN,
44166888,12258556,-,,,,,,,
44166837,4196574,G-RJXG,E145,BMR17KV,,,,,
44166865,,N48901,E145,ASQ6038,EV6038,LNK,ORD,ORD,
44166906,12258563,,,,,,,,
44166879,0,,,,,,,,
44166828,0,,,,,,,,
44166899,12607143,C-GJVY,A319,ROU1770,,YYZ,PUJ,PUJ,
44166902,5030874,TF-AMT,B744,SVA2475,SV2475,IST,,,
44166908,4512141,OO-VLM,F50,BCY5009,,,,,
44166851,794695,HP-1538CMP,B738,CMP435,CM435,MCO,PTY,PTY,
44166883,3753765,F-GRZF,CRJ7,HO653KJ,A5653,ORY,UIP,UIP,
44166839,4901045,SE-REU,B737,SAS732,SK732,ARN,LED,LED,
44166903,7867279,B-5859,B738,CSZ9875,ZH9875,SZX,HAK,HAK,
44166894,10842135,N45DJ,,,,,,,
44166838,7787083,9V-TRK,A320,TGW2476,TR2476,SIN,LGK,LGK,
44166896,4687296,LN-WDH,DH8D,WIF590,WF590,KRS,BGO,BGO,
44166921,7867228,B-5850,B738,CCD8907,,,,,
44166891,12258737,,,,,,,,
44166907,0,,C510,C510,,,,,
44166893,12258787,,,,,,,,
44166877,4344286,VQ-BQP,B738,UTA576,UT576,KRR,VKO,VKO,
44166890,12258698,,,,,,,,
44166868,8929795,HS-PPC,A319,BKKP170,,USM,,,
44166859,4686683,LN-RCT,B736,SAS1015,SK1015,SFT,ARN,ARN,
44166852,7832931,YK-AKC,A320,SYR382,RB382,JED,,,
44166918,12258735,,,,,,,,
44166882,12258715,,,,,,,,
44166843,10647302,N258UP,MD11,UPS77,,ANC,ONT,ONT,
44166845,8934145,HS-TXA,A320,THA2225,TG2225,BKK,HKT,HKT,
44166904,14975388,PR-MHX,A320,TAM3368,JJ3368,GIG,FLN,FLN,
44166887,12258163,,,,,,,,
44166876,5022378,EI-DHW,B738,RYR553L,FR842,LTN,KIR,KIR,
44166897,4952161,TC-DCA,A320,PGT265,PC265,MSR,SAW,SAW,
44166892,12258753,,,,,,,,
44166884,4456547,OE-LGC,DH8D,BEL50V,SN2040,BHX,BRU,BRU,
44166880,7865988,B-5535,B738,CXA8002,MF8002,HKG,JJN,JJN,
44166847,4958611,TC-JLS,A319,THY35H,TK1308,GOA,IST,IST,
44166872,14978571,PR-GXF,B738,GOL1407,G31407,BSB,CGH,CGH,
44166856,4217418,G-EUYB,A320,,,,,,
44166832,4196866,G-OZBG,A321,MON3567,ZB3567,FCO,LTN,LTN,
44166833,8834817,JA805P,A320,APJ110,MM110,CTS,KIX,KIX,
44166860,7668315,9M-MTH,A333,MAS127,MH127,KUL,PER,PER,
44166827,434236,A7-AEC,A333,QTR65,QR65,DOH,FRA,FRA,
44166855,12258628,,,,,,,,
44166886,12257358,,,,,,,,
44166912,7700846,RP-C3262,A320,CEB128,5J128,CEB,ICN,ICN,
44166844,10898765,N505JB,A320,JBU929,B6929,JFK,RSW,RSW,
44166878,7866392,B-6539,A333,CHH7802,HU7802,CAN,PEK,PEK,
44166889,12258568,,,,,,,,
44166905,3950760,D-ABEH,B733,DLH6PH,LH16,FRA,HAM,HAM,
44166898,5022130,EI-DAC,B738,RYR671P,FR4643,BTS,BGY,BGY,
44166836,3952147,D-ACPS,CRJ7,DLH6NE,LH2395,BSL,MUC,MUC,
44166874,14976281,PT-TMB,A319,TAM3102,JJ3102,FLN,CGH,CGH,
44166826,7866021,B-6717,A320,HO1193,HO1193,SHA,XMN,XMN,
44166853,7866986,B-LPJ,A320,CRK220,HX220,HKG,NKG,NKG,
44166834,7866916,B-LNI,A332,,,,,,
44166873,8815023,JA73NH,B738,SKY729,BC729,HND,CTS,CTS,
44166885,0,,CL60,CL60,,,,,
44166895,0,,,,,,,,
44166869,4343126,VQ-BOH,A321,AFL1174,SU1174,SVO,ASF,ASF,
44166881,12258626,,,,,,,,
44166848,4196203,G-OJEG,A321,MON762,ZB762,LGW,MAH,MAH,
44166854,3424913,EC-LQZ,A320,VLG2266,VY2266,BCN,SVQ,SVQ,
44166920,14978746,PR-AQM,AT76,AZU4313,AD4313,SJP,VCP,VCP,
44166916,10778883,N388AA,B763,AAL988,AA988,LIM,DFW,DFW,
44166867,9044050,VP-BGP,B734,,,,,,
44166835,0,,CL60,CL60,,,,,
44166919,7700921,RP-C5320,A319,DG7005,,,,,
44166846,9003894,A6-FEE,B738,FDB797,FZ797,DXB,OTP,OTP,
44167020,12258667,,,,,,,,
44166976,9003912,A6-EIU,A320,ETD654,EY654,CAI,AUH,AUH,
44166929,12258231,,,,,,,,
44166944,5024194,EI-EVB,B738,RYR3607,FR3607,TMP,BRE,BRE,
44166981,10746117,N355SW,B733,,,,,,
44166960,7864923,B-5153,B738,CHH7851,HU7851,XIY,XMN,XMN,
44166995,12258776,,,,,,,,
44166961,7866015,B-5546,B738,FM9266,FM9266,CTU,TXN,TXN,
44166969,9003849,A6-ANK,A320,ABY401,G9401,SHJ,BOM,BOM,
44166947,4958439,TC-JGG,B738,THY76J,TK1808,LYS,IST,IST,
44166963,,N505JB,A320,JBU929,B6929,JFK,RSW,RSW,
44166971,368727,8Q-AMD,DH8B,,,,,,
44166923,7864671,B-HXE,A343,CPA902,CX902,MNL,HKG,HKG,
44166940,11345371,N944UW,E190,,,,,,
44166931,172495,TS-IOP,B736,TAR283,TU283,BOD,TUN,TUN,
44166928,4219675,G-EZFW,A319,EZY93TC,U22826,BDS,MXP,MXP,
44166952,4341845,VP-BQR,A321,AFL1461,SU1461,OVB,SVO,SVO,
44166939,11109585,N712PS,CRJ7,,,,,,
44166985,12257866,,,,,,,,
44166957,11178569,N780UA,B772,UAL919,UA919,LHR,IAD,IAD,
44166968,0,,LJ60,LJ60,,,,,
44166994,12258767,,,,,,,,
44167021,12258710,,,,,,,,
44167015,12258830,,,,,,,,
44166948,10924242,N530EA,CRJ7,,,,,,
44166982,8945811,VN-A332,A321,HVN836,VN836,REP,HAN,HAN,
44167012,12257781,,,,,,,,
44166945,5023380,EI-DSN,A320,AZA491,AZ491,WAW,FCO,FCO,
44167007,5024286,EI-RUG,B738,TSO353,UN353,VKO,LHR,LHR,
44166964,,N658CA,CRJ7,GJS6248,G76248,MKE,LGA,LGA,
44166930,5023553,EI-EBZ,B738,RYR409A,FR1555,MAN,DUB,DUB,
44166997,12258791,,,,,,,,
44166933,9003892,A6-DCC,A332,ETD938,EY938,AUH,,,
44166991,12258690,,,,,,,,
44166953,8390595,VT-JFK,B738,JAI2388,9W2388,IDR,BOM,BOM,
44167023,3783974,F-HPJG,A388,AFR275,AF275,NRT,CDG,CDG,
44167008,10900516,N507CA,CRJ2,,,,,,
44167017,8925832,HS-LTH,B739,TLM8002,,DMK,,,
44166999,11104844,N708AF,,,,,,,
44166954,7865862,B-5265,B737,CES5708,MU5708,PEK,KMG,KMG,
44166975,14974828,PR-GIE,B738,GOL1285,G31285,REC,GRU,GRU,
44166943,7866900,B-KPS,B77W,CPA234,CX234,MXP,HKG,HKG,
44166922,14975648,PT-MVR,A332,TAM3748,JJ3748,GRU,MAO,MAO,
44166988,12258609,,,,,,,,
44166973,,N257JQ,E145,CHQ6158,RP6158,PWM,DTW,DTW,
44167011,11232312,N833HK,E145,LOF3347,,ORD,RIC,RIC,
44167013,12257998,,,,,,,,
44166990,12258637,,,,,,,,
44167006,7962686,B-6043,A319,CSC8526,3U8526,URC,CTU,CTU,
44167014,12258654,,,,,,,,
44166986,12258140,,,,,,,,
44167016,5023486,EI-EBA,B738,RYR217C,FR6389,TFN,BCN,BCN,
44166949,8389071,VT-JGU,B738,JAI9,9W9,SIN,BOM,BOM,
44166993,12258806,,,,,,,,
44166970,7866417,B-6847,A320,CCA4166,CA4166,PEK,KWE,KWE,
44166958,4566214,OY-KFF,CRJ9,SAS437,SK437,GOT,CPH,CPH,
44166980,9044410,PK-AXF,A320,AWQ8196,QZ8196,CGK,KUL,KUL,
44166942,11116029,N719FD,A306,FDX1859,,SLC,BOI,BOI,
44166946,7866182,B-6762,A320,CSN6272,CZ6272,SJW,HRB,HRB,
44166941,9044385,PK-GEI,B738,GIA159,GA159,BTH,CGK,CGK,
44167001,,N494AA,MD82,AAL305,AA305,LGA,ORD,ORD,
44166966,98410,5A-LAJ,A320,LAA314,LN314,BEN,CMN,CMN,
44166955,5023614,EI-EEA,B738,TSO397,UN397,VKO,MXP,MXP,
44167004,,N3731T,B738,DAL2067,DL2067,CMH,ATL,ATL,
44166996,12258777,,,,,,,,
44166984,12255264,,,,,,,,
44166967,14978614,PR-AQH,AT72,AZU9731,AD9731,CNF,,,
44167019,14975604,PR-MHW,A320,TAM3840,JJ3840,BSB,THE,THE,
44166965,4735451,PH-XRD,B737,TRA317J,HV6317,RTM,MAD,MAD,
44166977,4195710,G-CIVE,B744,,,,,,
44166989,12258631,,,,,,,,
44166974,8815024,JA73NJ,B738,SKY520,BC520,OKA,HND,HND,
44166987,12258644,,,,,,,,
44166938,10798316,N406WN,B737,,,,,,
44167002,,N474UA,A320,UAL668,UA668,ORD,LGA,LGA,
44166983,7667830,9M-AHP,A320,AXM1646,AK1646,HKG,BKI,BKI,
44166956,4949094,TC-ACF,B744,SVA3980,SV3980,RUH,,,
44167018,10915291,N521NK,A319,NKS951,NK951,FLL,PAP,PAP,
44166932,4921585,HB-JLP,A320,SWR2291,LX2291,KBP,ZRH,ZRH,
44166962,3780973,F-HMLN,CRJX,HO933QL,A5933,ORY,LRT,LRT,
44166998,4459655,OE-LAT,B763,AUA839,OS839,VIE,DXB,DXB,
44166959,9044386,PK-GEJ,B738,GIA215,GA215,JOG,CGK,CGK,
44167107,12587278,C-FGLX,E190,ACA585,AC585,EWR,YYC,YYC,
44167089,4341846,VP-BQS,A321,AFL2013,SU2013,PRG,SVO,SVO,
44167055,,N577UA,B752,UAL343,UA343,LGA,DEN,DEN,
44167046,10800677,N409AW,CRJ2,,,,,,
44167082,4499506,OO-JAR,B737,JAF6JW,TB5940,TFS,CRL,CRL,
44167115,12258840,,,,,,,,
44167064,7786188,9V-SVL,B772,SIA351,SQ351,CPH,SIN,SIN,
44167113,12258845,,,,,,,,
44167039,10878191,N485UA,A320,UAL326,UA326,EWR,MIA,MIA,
44167122,4915343,HB-AFN,AT72,FAT131F,,,,,
44167044,7389346,A4O-BE,B738,OMA292,WY292,CCJ,MCT,MCT,
44167120,12258826,,,,,,,,
44167036,8933717,HS-TJU,B772,THA491,TG491,BKK,AKL,AKL,
44167123,4921882,HB-JXA,A320,EZS1561,DS1561,GVA,,,
44167061,4887000,SE-DNX,B736,SAS4159,SK4159,BGO,SVG,SVG,
44167118,12258811,,,,,,,,
44167033,9015391,B-22605,A321,TNA3605,GE3605,NRT,TPE,TPE,
44167080,5023961,EI-ENN,B738,RYR770R,FR4865,TRN,CRL,CRL,
44167110,12258638,,,,,,,,
44167102,7962680,B-6037,A319,CCA4411,CA4411,CTU,KMG,KMG,
44167030,,N709EV,CRJ7,ASQ5016,EV5016,DTW,CLT,CLT,
44167041,10736549,N346AN,B763,AAL37,AA37,MAD,DFW,DFW,
44167024,7866322,B-6830,A320,CES759,MU759,PVG,PNH,PNH,
44167101,7667754,9M-AHJ,A320,AXM1821,AK1821,KUL,SIN,SIN,
44167034,7864559,B-6122,A332,CES5051,MU5051,PVG,ICN,ICN,
44167052,5030558,TF-FII,B752,ICE543,FI543,CDG,KEF,KEF,
44167097,8915015,HS-BBG,A320,AIQ3111,FD3111,HDY,DMK,DMK,
44167111,12258600,,,,,,,,
44167091,3145925,I-BIKA,A320,AZA1796,AZ1796,PMO,FCO,FCO,
44167081,0,,BE40,BE40,,,,,
44167114,12258744,,,,,,,,
44167099,4198144,G-EZBF,A319,EZY39TX,U23827,CDG,CPH,CPH,
44167042,14975446,PR-GGH,B738,GOL1204,G31204,CGH,POA,POA,
44167117,12258837,,,,,,,,
44167078,6293547,4K-AZ43,B752,AHY254,,,,,
44167076,9003900,A6-EIS,A320,ETD536,EY536,BEY,AUH,AUH,
44167079,,N597JB,A320,JBU723,B6723,DCA,MCO,MCO,
44167060,8943617,HS-TGO,B744,THA615,TG615,PEK,BKK,BKK,
44167090,7700811,RP-C8991,A320,EZD18,Z218,MNL,PVG,PVG,
44167083,8390111,VT-IGW,A320,IGO327,6E327,BOM,CCU,CCU,
44167066,4920847,HB-IJF,A320,SWR1190,LX1190,ZRH,NUE,NUE,
44167026,3755028,F-GTAU,A321,AFR173L,AF1738,CDG,VIE,VIE,
44167084,65551,SU-GAY,A306,MSX508,MS508,SHJ,,,
44167103,9003705,A6-FDN,B738,FDB4,FZ4,DOH,DXB,DXB,
44167038,,N690CA,CRJ7,GJS6191,G76191,BUF,LGA,LGA,
44167121,12258831,,,,,,,,
44167074,3953747,D-AEBS,E190,DLH9MF,LH2125,DRS,MUC,MUC,
44167032,8915014,HS-BBF,A320,AIQ3425,FD3425,DMK,CNX,CNX,
44167043,3413454,EC-IEF,A320,IB1311,IB1311,BCN,MAD,MAD,
44167100,10817538,N425UP,B752,UPS496,,MSP,YWG,YWG,
44167065,10860835,N468UP,B752,UPS9305,,SGF,MCI,MCI,
44167077,7634982,OD-MRL,A320,MEA365,ME365,JED,BEY,BEY,
44167088,4687088,LN-KHA,B733,NAX2BE,DY362,OSL,EVE,EVE,
44167112,12258613,,,,,,,,
44167035,10492032,N105NN,A321,N105NN0,N105NN0,JFK,,,
44167116,12258797,,,,,,,,
44167050,,N270SK,E145,CHQ6136,RP6136,RDU,PHL,PHL,
44167072,4344052,VQ-BBC,A320,AFL2175,SU2175,OSL,SVO,SVO,
44167062,5024222,EI-RDC,E170,AZA799,AZ799,ORN,FCO,FCO,
44167071,4685945,LN-TUD,B737,SAS4022,SK4022,SVG,OSL,OSL,
44167025,11357042,N956FD,B752,FDX2780,,SWF,EWR,EWR,
44167105,0,,CL60,CL60,,,,,
44167047,,N592JB,A320,JBU22,B622,PBI,BOS,BOS,
44167040,9003331,A6-EYJ,A332,ETD889,EY889,NGO,PEK,PEK,
44167045,5022952,EI-DPD,B738,RYR817F,FR7952,CTA,BGY,BGY,
44167075,7668360,9M-AQI,A320,AXM6264,AK6264,BKI,TWU,TWU,
44167119,12258824,,,,,,,,
44167087,10732083,N341NB,A319,DAL2276,DL2276,MCO,LGA,LGA,
44167108,11302273,N9012,A319,AAL1659,AA1659,HSV,DFW,DFW,
44167063,7865841,B-5496,B738,CCA4353,CA4353,CKG,CAN,CAN,
44167098,4734977,PH-BFB,B744,KLM871,KL871,AMS,DEL,DEL,
44167104,9003378,A6-EFL,B77F,,,,,,
44167073,5023336,EI-RJG,RJ85,BCY1279,WX1279,DUB,CDG,CDG,
44167096,4197856,G-RJXM,E145,BMR45JR,BM1845,BRS,MUC,MUC,
44167199,10992545,N598FE,MD11,FDX656,FX656,PHX,MEM,MEM,
44167128,10752479,N361VA,A320,VRD363,VX363,BOS,LAX,LAX,
44167215,12258593,,,,,,,,
44167157,3958145,D-AILA,A319,DLH6LA,LH1713,ZAG,MUC,MUC,
44167156,7865680,B-6133,A332,CHH7081,HU7081,HAK,PEK,PEK,
